demand [cubic meter/hr] at dist606,bulk_species_node [MG] at P @ dist606,bulk_species_node [MG] at Chlorine @ dist606,bulk_species_node [MG] at C_FRA @ dist606,bulk_species_node [MG] at C_SRA @ dist606,demand [cubic meter/hr] at dist1332,bulk_species_node [MG] at P @ dist1332,bulk_species_node [MG] at Chlorine @ dist1332,bulk_species_node [MG] at C_FRA @ dist1332,bulk_species_node [MG] at C_SRA @ dist1332,demand [cubic meter/hr] at dist1915,bulk_species_node [MG] at P @ dist1915,bulk_species_node [MG] at Chlorine @ dist1915,bulk_species_node [MG] at C_FRA @ dist1915,bulk_species_node [MG] at C_SRA @ dist1915
0.5327349,0.0,0.0,0.0,0.0,0.09181849,0.0,0.0,0.0,0.0,0.16403753,0.0,0.0,0.0,0.0
0.7183046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39270014,0.0,0.0,0.0,0.0
0.011077533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23626144,0.0,0.0,0.0,0.0
0.022125287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28436425,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06886754,0.0,0.0,0.0,0.0,0.3709493,0.0,0.0,0.0,0.0
0.022125287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2890351,0.0,0.0,0.0,0.0
0.019326126,0.0,0.0,0.0,0.0,0.0,0.0,5.8820095e-09,0.0,0.0,0.21179175,0.0,0.0,0.0,0.0
0.12456269,0.0,0.0,0.0,0.0,0.0,0.0,2.4723896e-08,0.0,0.0,0.58476275,0.0,0.0,0.0,0.0
0.0,0.0,4.72698e-08,0.0,0.0,0.0,0.0,3.2907593e-08,0.0,0.0,0.242466,0.0,0.0,0.0,0.0
0.09963824,0.0,3.5189245e-07,0.0,0.0,0.022950951,0.0,5.848713e-08,0.0,0.0,0.717638,0.0,0.0,0.0,0.0
0.0,0.0,4.7154387e-07,0.0,0.0,0.0114754755,0.0,5.656445e-08,0.0,0.0,0.33943847,0.0,0.0,0.0,0.0
0.011077533,0.0,4.761069e-07,0.0,0.0,0.068441436,0.0,4.5543704e-08,0.0,0.0,0.29907393,0.0,0.0,0.0,0.0
0.03320282,0.0,4.243152e-07,0.0,0.0,0.14975421,0.0,3.497464e-08,0.0,0.0,0.1859278,0.0,2.074799e-12,0.0,0.0
0.0,0.0,4.060496e-07,0.0,0.0,0.12133735,0.0,3.3721253e-08,0.0,0.0,0.19687293,0.0,8.127816e-11,0.0,0.0
0.07748317,0.0,3.4376717e-07,0.0,0.0,0.0,0.0,3.1834684e-08,0.0,0.0,0.40225098,0.0,6.502833e-11,0.0,0.0
0.0,0.0,2.6675426e-07,0.0,0.0,0.18365167,0.0,2.5370452e-08,0.0,0.0,0.122697,0.0,3.7784546e-11,0.0,0.0
0.022125287,0.0,1.7624764e-07,0.0,0.0,0.0,0.0,1.8103247e-08,0.0,0.0,0.24058372,0.0,2.898211e-11,0.0,0.0
0.0,0.0,1.6119441e-07,0.0,0.0,0.0,0.0,1.3011106e-08,0.0,0.0,0.24058372,0.0,2.0236235e-11,0.0,0.0
0.0,0.0,1.7511523e-07,0.0,0.0,0.0,0.0,1.1127707e-08,0.0,0.0,0.0,0.0,7.1434e-12,0.0,0.0
0.0,0.0,1.9311044e-07,0.0,0.0,0.0114754755,0.0,1.21141905e-08,0.0,0.0,0.02189026,0.0,1.944452e-12,0.0,0.0
0.07748317,0.0,1.4355702e-07,0.0,0.0,0.0114754755,0.0,8.75796e-09,0.0,0.0,0.34627044,0.0,6.5097736e-12,0.0,0.0
0.0,0.0,1.3527817e-07,0.0,1.3813854e-08,0.58349335,0.0,8.38141e-09,0.0,5.294605e-10,0.49929315,0.0,7.814488e-12,0.0,5.176957e-13
0.0,0.0,1.4185723e-07,0.0,1.1408488e-07,0.80887014,0.0,9.317141e-09,0.0,6.525926e-09,0.28206366,0.0,1.0086627e-11,0.0,9.012493e-12
0.1771214,0.0,2.4030484e-07,0.0,6.6824214e-07,0.77726126,0.0,1.7234411e-08,0.0,5.3732478e-08,0.07048106,0.0,1.36977886e-11,0.0,6.558832e-11
0.011077533,0.0,1.8323365e-07,0.0,1.5206474e-06,0.0,0.0,1.26908155e-08,0.0,1.3093472e-07,0.017010266,0.0,6.892513e-12,0.0,1.4715094e-10
0.022125287,0.0,1.2420108e-07,0.0,2.7263352e-06,0.0,0.0,8.184257e-09,0.0,2.610106e-07,0.12290615,0.0,4.685174e-12,0.0,3.4920414e-10
0.0,0.0,1.16085644e-07,0.0,4.8636325e-06,0.022950951,0.0,6.4433356e-09,0.0,4.884045e-07,0.15051298,0.0,5.618222e-10,0.0,7.736493e-08
0.0,0.0,1.5569978e-07,0.0,8.614434e-06,0.0,0.0,8.358103e-09,0.0,9.3931476e-07,0.01094513,0.0,2.3034445e-09,0.0,3.1390857e-07
