pressure [meter] at 10,pressure [meter] at 11,pressure [meter] at 12,pressure [meter] at 13,pressure [meter] at 21,pressure [meter] at 22,pressure [meter] at 23,pressure [meter] at 31,pressure [meter] at 32,pressure [meter] at 9,pressure [meter] at 2,flow [cubic meter/hr] at 10,flow [cubic meter/hr] at 11,flow [cubic meter/hr] at 12,flow [cubic meter/hr] at 21,flow [cubic meter/hr] at 22,flow [cubic meter/hr] at 31,flow [cubic meter/hr] at 110,flow [cubic meter/hr] at 111,flow [cubic meter/hr] at 112,flow [cubic meter/hr] at 113,flow [cubic meter/hr] at 121,flow [cubic meter/hr] at 122,flow [cubic meter/hr] at 9,bulk_species_node [MG] at Chlorine @ 10,bulk_species_node [MG] at Chlorine @ 11,bulk_species_node [MG] at Chlorine @ 12,bulk_species_node [MG] at Chlorine @ 13,bulk_species_node [MG] at Chlorine @ 21,bulk_species_node [MG] at Chlorine @ 22,bulk_species_node [MG] at Chlorine @ 23,bulk_species_node [MG] at Chlorine @ 31,bulk_species_node [MG] at Chlorine @ 32,bulk_species_node [MG] at AsIII @ 10,bulk_species_node [MG] at AsIII @ 11,bulk_species_node [MG] at AsIII @ 12,bulk_species_node [MG] at AsIII @ 13,bulk_species_node [MG] at AsIII @ 21,bulk_species_node [MG] at AsIII @ 22,bulk_species_node [MG] at AsIII @ 23,bulk_species_node [MG] at AsIII @ 31,bulk_species_node [MG] at AsIII @ 32,bulk_species_node [MG] at AsIII @ 9,bulk_species_node [MG] at AsIII @ 2
236.33021545410156,148.12110900878906,85.86784362792969,87.52290344238281,114.66961669921875,90.26515197753906,90.92900085449219,108.29270935058594,91.84007263183594,0.0,38.656463623046875,1832.95947265625,1451.6527099609375,-19.98250961303711,248.4745330810547,73.09841918945312,56.97592544555664,-1607.265869140625,353.1270751953125,-163.8374786376953,-39.23151397705078,77.4861831665039,-37.48750686645508,1832.95947265625,0.0,0.0,0.03755766752181035,0.2993073971200269,0.0,0.21364215329963154,0.29470478197275823,0.2394893238477043,0.2384486173722268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.019287109375,85.019287109375,88.31112670898438,89.39180755615234,87.33551788330078,88.92724609375,90.4080810546875,86.51451110839844,83.31265258789062,0.0,42.63045120239258,-0.00019221693219151348,-70.94924926757812,38.586116790771484,-10.013492584228516,14.529852867126465,5.106208324432373,225.69400024414062,42.76936721801758,87.95176696777344,19.337081909179688,25.61648941040039,14.38223648071289,0.0,0.0,0.0,0.021994351208973126,0.2977340647795293,6.773399690685109e-16,8.343099784203114e-13,0.29774125649909156,1.1439655724710366e-17,0.23896383026788537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.412841796875,84.412841796875,87.7046890258789,88.78536224365234,86.72907257080078,88.32080078125,89.8016357421875,85.90806579589844,82.70621490478516,0.0,42.02400588989258,-0.00019118488125968724,-70.94924926757812,38.586116790771484,-10.0134916305542,14.529852867126465,5.106208324432373,225.69400024414062,42.76936721801758,87.9517593383789,19.337081909179688,25.61648941040039,14.382235527038574,0.0,0.0,0.0,0.313520907704214,0.3032269249428878,6.966402307137314e-15,0.006020696992992955,0.29707518671267996,7.893997346019752e-16,0.23896037305479417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.80640411376953,83.80640411376953,87.0982437133789,88.17891693115234,86.12262725830078,87.71436309814453,89.19519805908203,85.30162811279297,82.09976959228516,0.0,41.417564392089844,-0.00018876577087212354,-70.9492416381836,38.586116790771484,-10.0134916305542,14.529851913452148,5.106207847595215,225.69400024414062,42.76936721801758,87.9517593383789,19.337081909179688,25.61648941040039,14.382235527038574,0.0,0.0,0.0,0.3135202453141737,0.30322253801381643,6.9663015208604715e-15,0.21838099716784318,0.2983107756294366,2.1099517221665288e-15,0.23895691590496576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.1771240234375,83.1771240234375,86.4892807006836,87.52064514160156,85.50935363769531,87.10165405273438,88.57630920410156,84.62406921386719,81.3698959350586,0.0,40.811119079589844,-0.0001866483798949048,-74.08194732666016,40.84729766845703,-10.058714866638184,15.619362831115723,5.980481147766113,233.39724731445312,42.261653900146484,88.14720153808594,18.512096405029297,26.68068504333496,15.233550071716309,0.0,0.0,0.0,0.3135195555958348,0.3198120522582234,6.9662003079024585e-15,0.31281241715217833,0.2552693995258089,3.1481459990193757e-15,0.24619820664991035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.54998016357422,82.54998016357422,85.86213684082031,86.89350128173828,84.88220977783203,86.4745101928711,87.94916534423828,83.9969253540039,80.74275207519531,0.0,40.18397903442383,-0.00018488644855096936,-74.08201599121094,40.84733581542969,-10.058732032775879,15.619380950927734,5.980487823486328,233.39747619628906,42.26169967651367,88.14728546142578,18.512107849121094,26.680721282958984,15.233570098876953,0.0,0.0,0.0,0.3047447500975497,0.31980742538417634,7.059416069772997e-15,0.3135098898317659,0.14408507816631805,4.014250265838864e-15,0.08210639630616737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.92283630371094,81.92283630371094,85.23499298095703,86.266357421875,84.25506591796875,85.84736633300781,87.322021484375,83.36978149414062,80.11560821533203,0.0,39.55683517456055,-0.00018168211681768298,-74.08201599121094,40.84733581542969,-10.058732032775879,15.619380950927734,5.98048734664917,233.39747619628906,42.26169967651367,88.14727783203125,18.512107849121094,26.68071937561035,15.233569145202637,0.0,0.0,0.313505354134091,0.3047437916278162,0.3135053541340994,7.059317692001917e-15,0.3135053541341194,0.3002334035866455,4.688527438561868e-15,0.0931704380652218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.29569244384766,81.29569244384766,84.60784912109375,85.63921356201172,83.6279296875,85.22023010253906,86.69487762451172,82.74263763427734,79.48846435546875,0.0,38.929691314697266,-0.00017985519662033767,-74.0820083618164,40.84733581542969,-10.058731079101562,15.619380950927734,5.98048734664917,233.3974609375,42.26169967651367,88.14727783203125,18.512107849121094,26.68071937561035,15.233569145202637,0.0,0.0,0.3135008185020645,0.3047431282063074,0.3135008185020729,7.059215130923753e-15,0.3047382480358618,0.30022905983809545,5.2134573503856565e-15,0.27168918788759505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.66484832763672,80.66484832763672,83.98065185546875,85.03529357910156,82.96147155761719,84.58065795898438,86.05606079101562,82.09446716308594,78.84014892578125,0.0,38.30255126953125,-0.00017875619232654572,-74.63206481933594,39.793540954589844,-12.033207893371582,15.490498542785645,5.982704162597656,233.57330322265625,43.38439178466797,88.79112243652344,19.24459457397461,26.381763458251953,15.295483589172363,0.0,0.0,0.31349628293565723,0.30474243852028493,0.31331069047921384,7.059112571335604e-15,0.3047360238295087,0.30013937477619573,5.6221142124137e-15,0.2915207409758446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0372314453125,80.0372314453125,83.35303497314453,84.40767669677734,82.33384704589844,83.95304107666016,85.4284439086914,81.46684265136719,78.21253204345703,0.0,37.67493438720703,-0.00017582856526132673,-74.63213348388672,39.7935791015625,-12.033219337463379,15.49051570892334,5.982708930969238,233.5735321044922,43.38444137573242,88.79119873046875,19.244606018066406,26.38179588317871,15.295504570007324,0.0,0.0,0.304695613246922,0.304548515198159,0.3046951113998698,7.972703413047982e-15,0.30467936302992166,0.23050162084784157,6.137547246454966e-15,0.23239592570948037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
