demand [cubic meter/hr] at dist606,bulk_species_node [MG] at P @ dist606,bulk_species_node [MG] at Chlorine @ dist606,bulk_species_node [MG] at C_FRA @ dist606,bulk_species_node [MG] at C_SRA @ dist606,demand [cubic meter/hr] at dist1332,bulk_species_node [MG] at P @ dist1332,bulk_species_node [MG] at Chlorine @ dist1332,bulk_species_node [MG] at C_FRA @ dist1332,bulk_species_node [MG] at C_SRA @ dist1332,demand [cubic meter/hr] at dist1915,bulk_species_node [MG] at P @ dist1915,bulk_species_node [MG] at Chlorine @ dist1915,bulk_species_node [MG] at C_FRA @ dist1915,bulk_species_node [MG] at C_SRA @ dist1915
0.53186864,0.0,0.0,0.0,0.0,0.090627946,0.0,0.0,0.0,0.0,0.1633626,0.0,0.0,0.0,0.0
0.7171366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3910844,0.0,0.0,0.0,0.0
0.011059521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23528937,0.0,0.0,0.0,0.0
0.02208931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28319424,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06797458,0.0,0.0,0.0,0.0,0.36942306,0.0,0.0,0.0,0.0
0.02208931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28784588,0.0,0.0,0.0,0.0
0.019294702,0.0,0.0,0.0,0.0,0.0,0.0,5.6620135e-09,0.0,0.0,0.21092035,0.0,0.0,0.0,0.0
0.124360144,0.0,0.0,0.0,0.0,0.0,0.0,2.4490909e-08,0.0,0.0,0.5823568,0.0,0.0,0.0,0.0
0.0,0.0,4.540539e-08,0.0,0.0,0.0,0.0,3.2592816e-08,0.0,0.0,0.24146838,0.0,0.0,0.0,0.0
0.099476226,0.0,3.471421e-07,0.0,0.0,0.022653362,0.0,5.8050993e-08,0.0,0.0,0.7146854,0.0,0.0,0.0,0.0
0.0,0.0,4.6737395e-07,0.0,0.0,0.011326681,0.0,5.6198864e-08,0.0,0.0,0.33804187,0.0,0.0,0.0,0.0
0.011059521,0.0,4.7257186e-07,0.0,0.0,0.067554004,0.0,4.527638e-08,0.0,0.0,0.29784343,0.0,0.0,0.0,0.0
0.033148833,0.0,4.2187455e-07,0.0,0.0,0.14781246,0.0,3.481096e-08,0.0,0.0,0.1851628,0.0,1.7215599e-12,0.0,0.0
0.0,0.0,4.0414128e-07,0.0,0.0,0.11976406,0.0,3.3554418e-08,0.0,0.0,0.19606291,0.0,8.083103e-11,0.0,0.0
0.07735718,0.0,3.421148e-07,0.0,0.0,0.0,0.0,3.1652522e-08,0.0,0.0,0.40059593,0.0,6.471827e-11,0.0,0.0
0.0,0.0,2.6573218e-07,0.0,0.0,0.18127039,0.0,2.5249273e-08,0.0,0.0,0.122192174,0.0,3.7582205e-11,0.0,0.0
0.02208931,0.0,1.754545e-07,0.0,0.0,0.0,0.0,1.8009946e-08,0.0,0.0,0.23959385,0.0,2.8762904e-11,0.0,0.0
0.0,0.0,1.6059462e-07,0.0,0.0,0.0,0.0,1.2951187e-08,0.0,0.0,0.23959385,0.0,2.012136e-11,0.0,0.0
0.0,0.0,1.7478608e-07,0.0,0.0,0.0,0.0,1.1097894e-08,0.0,0.0,0.0,0.0,7.0970877e-12,0.0,0.0
0.0,0.0,1.9282267e-07,0.0,0.0,0.011326681,0.0,1.2092652e-08,0.0,0.0,0.021800194,0.0,1.932229e-12,0.0,0.0
0.07735718,0.0,1.427839e-07,0.0,0.0,0.011326681,0.0,8.701761e-09,0.0,0.0,0.34484574,0.0,6.491809e-12,0.0,0.0
0.0,0.0,1.3431281e-07,0.0,1.5482842e-08,0.5759277,0.0,8.305604e-09,0.0,5.915277e-10,0.4972388,0.0,7.731483e-12,0.0,5.738502e-13
